
央视频道,#genre#
NewTV精品大剧,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226331/1.m3u8
NewTV精品大剧,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226970/1.m3u8
NewTV精品纪录,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226332/1.m3u8
NewTV精品纪录,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226977/1.m3u8
NewTV精品萌宠,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226976/1.m3u8
NewTV超级体育,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226232/1.m3u8
NewTV超级体育,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226945/1.m3u8
NewTV超级体育,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226348/1.m3u8
NewTV超级电影,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226233/1.m3u8
NewTV超级电影,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226949/1.m3u8

NewTV超级电影,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226369/1.m3u8
NewTV超级电影,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226994/1.m3u8
NewTV超级电视剧,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226253/1.m3u8
NewTV超级电视剧,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226972/1.m3u8
NewTV超级电视剧,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226368/1.m3u8
NewTV超级电视剧,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226979/1.m3u8
NewTV超级综艺,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226231/1.m3u8
NewTV超级综艺,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226940/1.m3u8
NewTV超级综艺,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226370/1.m3u8
NewTV超级综艺,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226975/1.m3u8
NewTV金牌综艺,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226347/1.m3u8
NewTV金牌综艺,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221227004/1.m3u8
黑莓动画,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226935/1.m3u8
黑莓电影,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226939/1.m3u8
哒啵电竞,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226889/1.m3u8
哒啵赛事,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226938/1.m3u8
哒啵赛事,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226250/1.m3u8

哒啵赛事,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226262/1.m3u8
咪咕全民热练,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221227000/1.m3u8
咪咕视频1,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226890/1.m3u8
咪咕视频2,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226374/1.m3u8
咪咕视频3,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226375/1.m3u8
咪咕视频4,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226377/1.m3u8
咪咕视频5,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226378/1.m3u8
咪咕视频6,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226379/1.m3u8
咪咕视频7,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226380/1.m3u8
咪咕视频8,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226381/1.m3u8
咪咕视频9,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226382/1.m3u8
咪咕视频10,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226394/1.m3u8
咪咕视频11,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8
咪咕视频12,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226396/1.m3u8
咪咕视频13,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226397/1.m3u8
咪咕视频14,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226398/1.m3u8

咪咕视频15,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226393/1.m3u8
咪咕视频16,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226392/1.m3u8
咪咕视频17,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226391/1.m3u8
咪咕视频18,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226390/1.m3u8
咪咕视频19,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226372/1.m3u8
咪咕视频20,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226373/1.m3u8
咪咕视频21,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226376/1.m3u8
咪咕视频22,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226383/1.m3u8
咪咕视频23,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226384/1.m3u8
咪咕视频24,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226400/1.m3u8
咪咕视频25,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226387/1.m3u8
咪咕视频26,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226389/1.m3u8
咪咕视频27,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226388/1.m3u8
咪咕视频28,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226565/1.m3u8
咪咕视频,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226566/1.m3u8
咪咕视频29,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226567/1.m3u8
咪咕视频30,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226885/1.m3u8
咪咕视频31,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226890/1.m3u8
咪咕视频32,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226896/1.m3u8

咪咕视频33,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226896/1.m3u8
中视购物,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226345/1.m3u8
央广购物,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226363/1.m3u8
央广购物,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221227001/1.m3u8
安徽家家购物,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226971/1.m3u8
山西优购物,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226386/1.m3u8
山西优购物,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226344/1.m3u8
安徽家家购物,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226341/1.m3u8
江西风尚购物,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226993/1.m3u8
江西风尚购物,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226342/1.m3u8
湖南快乐购,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221227032/1.m3u8
湖南快乐购,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226325/1.m3u8
湖南快乐购,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226982/1.m3u8

CCTV1 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226432/1.m3u8
CCTV1 720,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226338/1.m3u8
CCTV1 720,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226563/1.m3u8
CCTV1 720,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226564/1.m3u8
CCTV1 720,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226513/1.m3u8
CCTV1 720,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226562/1.m3u8
CCTV2 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226457/1.m3u8
CCTV2 720,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226911/1.m3u8
CCTV3 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226456/1.m3u8
CCTV4 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226455/1.m3u8
CCTV4 720,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226907/1.m3u8
CCTV5 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226454/1.m3u8
CCTV5 720,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226256/1.m3u8

CCTV5 720,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226257/1.m3u8
CCTV5 720,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226258/1.m3u8
CCTV5 720,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226259/1.m3u8
CCTV5 720,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226260/1.m3u8
CCTV5 720,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226261/1.m3u8
CCTV6 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226453/1.m3u8

CCTV7 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226452/1.m3u8
CCTV7 720,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226906/1.m3u8
CCTV8 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226451/1.m3u8
CCTV9 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226450/1.m3u8
CCTV10 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226449/1.m3u8
CCTV10 720,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226918/1.m3u8
CCTV11 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226448/1.m3u8
CCTV11 720,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226914/1.m3u8
CCTV12 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226447/1.m3u8
CCTV12 720,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226905/1.m3u8
CCTV13 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226446/1.m3u8
CCTV13 720,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226339/1.m3u8
CCTV14 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226445/1.m3u8
CCTV14 720,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226904/1.m3u8
CCTV15 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226444/1.m3u8

CCTV15 720,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226910/1.m3u8
CCTV17 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226442/1.m3u8
CGTN 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226443/1.m3u8
CGTN 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226903/1.m3u8
CGTN 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226987/1.m3u8
CGTN纪录 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221227006/1.m3u8
CGTN纪录 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226901/1.m3u8
中国教育1 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226538/1.m3u8
中国教育1 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221227021/1.m3u8
中国教育1 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226925/1.m3u8
中国教育2 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226537/1.m3u8
中国教育3 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226577/1.m3u8
中国教育4 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226997/1.m3u8
中国教育4 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226362/1.m3u8
中国教育4 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226557/1.m3u8
东南卫视 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226517/1.m3u8

东南卫视 720,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226909/1.m3u8
东方卫视 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226519/1.m3u8
云南卫视 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226543/1.m3u8
云南卫视 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226928/1.m3u8
内蒙古卫视 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221227018/1.m3u8
内蒙古卫视 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226530/1.m3u8
内蒙古卫视 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226919/1.m3u8
厦门卫视 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226542/1.m3u8
吉林卫视 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226533/1.m3u8
吉林卫视 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226886/1.m3u8
吉林卫视 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226912/1.m3u8
四川卫视 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226523/1.m3u8
四川卫视 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226924/1.m3u8
天津卫视 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226489/1.m3u8
宁夏卫视 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221227003/1.m3u8
宁夏卫视 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226528/1.m3u8
宁夏卫视 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226921/1.m3u8
安徽卫视 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226490/1.m3u8
安徽卫视 720,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226902/1.m3u8
山东卫视 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226487/1.m3u8
山西卫视 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221227016/1.m3u8
山西卫视 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226531/1.m3u8
山西卫视 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226920/1.m3u8
广东卫视 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226535/1.m3u8
广西卫视 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226534/1.m3u8
广西卫视 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226915/1.m3u8

新疆卫视 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221227011/1.m3u8
新疆卫视 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226546/1.m3u8
新疆卫视 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226923/1.m3u8
江苏卫视 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226491/1.m3u8
江西卫视 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226522/1.m3u8
河北卫视 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226536/1.m3u8
河北卫视 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226917/1.m3u8
河南卫视 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226525/1.m3u8
浙江卫视 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226492/1.m3u8
海南卫视 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226574/1.m3u8
海南卫视 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226922/1.m3u8
深圳卫视 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226573/1.m3u8
湖北卫视 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226520/1.m3u8
湖南卫视 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226493/1.m3u8
甘肃卫视 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226545/1.m3u8
甘肃卫视 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226913/1.m3u8
西藏卫视 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221227033/1.m3u8
西藏卫视 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226527/1.m3u8
西藏卫视 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226930/1.m3u8
贵州卫视 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226521/1.m3u8
贵州卫视 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226908/1.m3u8
辽宁卫视 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226488/1.m3u8
辽宁卫视 720,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226336/1.m3u8
辽宁卫视 720,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226966/1.m3u8
重庆卫视 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226337/1.m3u8
重庆卫视 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226518/1.m3u8
陕西卫视 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226999/1.m3u8
陕西卫视 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226532/1.m3u8
陕西卫视 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226926/1.m3u8
青海卫视 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226529/1.m3u8
青海卫视 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226916/1.m3u8

黑龙江卫视 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226524/1.m3u8
山东教育卫视 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221227022/1.m3u8
山东教育卫视 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226526/1.m3u8
山东教育卫视 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226934/1.m3u8
广东大湾区卫视 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226540/1.m3u8
新疆兵团卫视 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226541/1.m3u8
海南三沙卫视 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226544/1.m3u8
北京卡酷少儿 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226511/1.m3u8
北京国际 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226510/1.m3u8
北京影视 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226433/1.m3u8
北京文艺 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226435/1.m3u8
北京新闻 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226512/1.m3u8
北京生活 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226514/1.m3u8
北京纪实科教 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226434/1.m3u8
北京财经 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226516/1.m3u8
北京体育休闲 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226515/1.m3u8
上海哈哈炫动 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221227025/1.m3u8

上海哈哈炫动 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226931/1.m3u8
北京卡酷少儿 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221227024/1.m3u8
北京卡酷少儿 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226927/1.m3u8
江苏优漫卡通 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221227007/1.m3u8
江苏优漫卡通 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226932/1.m3u8
广东嘉佳卡通 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226539/1.m3u8
江苏财富天下 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226575/1.m3u8
湖南金鹰卡通 576,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226576/1.m3u8

CCTV中视购物 720,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226385/1.m3u8
北京家有购物 720,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226996/1.m3u8
北京家有购物 720,http://111.62.54.136:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226343/1.m3u8

蜀小果,#genre#
CCTV-1综合,http://111.62.54.138:2380/hw1live.rxip.sc96655.com.huan.tv/live/CCTV-1H265_4000.m3u8
CCTV-2财经,http://111.62.54.138:2380/hw1live.rxip.sc96655.com.huan.tv/live/CCTV-2H265_4000.m3u8
CCTV-3综艺,http://111.62.54.138:2380/hw1live.rxip.sc96655.com.huan.tv/live/CCTV-3H265_4000.m3u8
CCTV-4中文国际,http://111.62.54.138:2380/hw1live.rxip.sc96655.com.huan.tv/live/CCTV-4H265_4000.m3u8
CCTV-4K超高清,http://111.62.54.138:2380/hw1live.rxip.sc96655.com.huan.tv/live/ys4Kcq_2000.m3u8
CCTV-5体育,http://111.62.54.138:2380/hw1live.rxip.sc96655.com.huan.tv/live/CCTV-5H265_4000.m3u8
CCTV-5+体育赛事,http://111.62.54.138:2380/hw1live.rxip.sc96655.com.huan.tv/live/CCTV-5plusH265_4000.m3u8
CCTV-6电影,http://111.62.54.138:2380/hw1live.rxip.sc96655.com.huan.tv/live/CCTV-6H265_4000.m3u8
CCTV-7国防军事,http://111.62.54.138:2380/hw1live.rxip.sc96655.com.huan.tv/live/CCTV-7H265_4000.m3u8
CCTV-8电视剧,http://111.62.54.138:2380/hw1live.rxip.sc96655.com.huan.tv/live/CCTV-8H265_4000.m3u8
CCTV-9纪录,http://111.62.54.138:2380/hw1live.rxip.sc96655.com.huan.tv/live/CCTV-9H265_4000.m3u8
CCTV-10科教,http://111.62.54.138:2380/hw1live.rxip.sc96655.com.huan.tv/live/CCTV-10H265_4000.m3u8
CCTV-11戏曲,http://111.62.54.138:2380/hw1live.rxip.sc96655.com.huan.tv/live/CCTV-11-H265_4000.m3u8
CCTV-12社会与法,http://111.62.54.138:2380/hw1live.rxip.sc96655.com.huan.tv/live/CCTV-12H265_4000.m3u8
CCTV-13新闻,http://111.62.54.138:2380/hw1live.rxip.sc96655.com.huan.tv/live/CCTV-xw_4000.m3u8
